"file_code","dataset_id","NCBI_SRA_accession","NCBI_SRA_biosample","sample_code","DNA_RNA","fraction_name","sample_fixation","reads_total","reads_corrected_total","reads_corrected_photo","reads_final","project","cruise","station_id","date","depth_level","depth","elevation","substrate","latitude","longitude","site_name","country","oceanic_region","biome","vegetation","climate","bottom_depth","temperature","salinity","ice_coverage","Chla","NO3","NH4","PO4","Si","dataset_code","dataset_name","gene","gene_region","organelle","region","ecosystem","ecosystem_climate","substrate_type","label","ss_temperature","coalesce_salinity"
"33N-st6-5",18,"SRR12190082","","33N-st6-5","DNA","nano","",19771,19771,19493,NA,"Antar_INACH","","6","2015-01-08","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,30.3225555555556
"33P-st6-5",18,"SRR12190057","","33P-st6-5","DNA","pico","",45611,45590,45590,NA,"Antar_INACH","","6","2015-01-08","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,30.3225555555556
"34N-st14-5",18,"SRR12190079","","34N-st14-5","DNA","nano","",16037,16037,15778,NA,"Antar_INACH","","14","2015-01-09","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,30.3225555555556
"34N-st6-5",18,"SRR12190080","","34N-st6-5","DNA","nano","",16705,16682,16148,NA,"Antar_INACH","","6","2015-01-09","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,30.3225555555556
"34P-st14-5",18,"SRR12190055","","34P-st14-5","DNA","pico","",23817,23778,23778,NA,"Antar_INACH","","14","2015-01-09","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,30.3225555555556
"34P-st6-5",18,"SRR12190056","","34P-st6-5","DNA","pico","",26025,26025,25957,NA,"Antar_INACH","","6","2015-01-09","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,30.3225555555556
"35N-st14-5",18,"SRR12190077","","35N-st14-5","DNA","nano","",58892,58808,49678,NA,"Antar_INACH","","14","2015-01-12","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.8857,33.925033,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,33.925033
"35N-st6-5",18,"SRR12190078","","35N-st6-5","DNA","nano","",28199,27939,23575,NA,"Antar_INACH","","6","2015-01-12","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"35NT-st14-5",18,"SRR12190098","","35NT-st14-5","DNA","nano","",15778,15776,15274,NA,"Antar_INACH","","14","2015-01-12","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.8857,33.925033,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,33.925033
"35NT-st6-5",18,"SRR12190099","","35NT-st6-5","DNA","nano","",17888,17770,16351,NA,"Antar_INACH","","6","2015-01-12","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"35P-st14-5",18,"SRR12190053","","35P-st14-5","DNA","pico","",21661,21661,21661,NA,"Antar_INACH","","14","2015-01-12","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.8857,33.925033,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,33.925033
"35P-st6-5",18,"SRR12190054","","35P-st6-5","DNA","pico","",29526,29406,28472,NA,"Antar_INACH","","6","2015-01-12","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"35PT-st14-5",18,"SRR12190089","","35PT-st14-5","DNA","pico","",23130,23109,21779,NA,"Antar_INACH","","14","2015-01-12","surface",5,NA,"water",-62.2371,-58.8271,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.8857,33.925033,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-14-surface-water",0.316916666666667,33.925033
"35PT-st6-5",18,"SRR12190090","","35PT-st6-5","DNA","pico","",20466,20466,20011,NA,"Antar_INACH","","6","2015-01-12","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,NA,NA,NA,NA,NA,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"36N-st6-15",18,"SRR12190075","","36N-st6-15","DNA","nano","",22180,22132,20409,NA,"Antar_INACH","","6","2015-01-13","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.999867,33.997833,NA,6.184,9.598,NA,1.096,25.657,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.997833
"36N-st6-20",18,"SRR12190074","","36N-st6-20","DNA","nano","",11585,11551,11329,NA,"Antar_INACH","","6","2015-01-13","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.93615,34.019,NA,5.069,17.842,NA,1.548,46.121,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.019
"36N-st6-25",18,"SRR12190073","","36N-st6-25","DNA","nano","",70677,70542,67702,NA,"Antar_INACH","","6","2015-01-13","euphotic",25,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.812933,34.046867,NA,5.225,18.957,NA,1.742,55.087,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.046867
"36N-st6-5",18,"SRR12190076","","36N-st6-5","DNA","nano","",88369,88316,77611,NA,"Antar_INACH","","6","2015-01-13","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,8.022,15.815,NA,1.373,38.074,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"36N-st6-50",18,"SRR12190072","","36N-st6-50","DNA","nano","",19182,19131,16961,NA,"Antar_INACH","","6","2015-01-13","euphotic",50,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,2.049,18.871,NA,1.811,55.743,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.1945555555556
"36NT-st6-20",18,"SRR12190096","","36NT-st6-20","DNA","nano","",19419,19401,17663,NA,"Antar_INACH","","6","2015-01-13","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.93615,34.019,NA,5.069,17.842,NA,1.548,46.121,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.019
"36NT-st6-5",18,"SRR12190097","","36NT-st6-5","DNA","nano","",31746,31654,28106,NA,"Antar_INACH","","6","2015-01-13","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,8.022,15.815,NA,1.373,38.074,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"36P-st6-15",18,"SRR12190051","","36P-st6-15","DNA","pico","",55129,54117,53897,NA,"Antar_INACH","","6","2015-01-13","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.999867,33.997833,NA,6.184,9.598,NA,1.096,25.657,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.997833
"36P-st6-20",18,"SRR12190050","","36P-st6-20","DNA","pico","",21159,21156,21156,NA,"Antar_INACH","","6","2015-01-13","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.93615,34.019,NA,5.069,17.842,NA,1.548,46.121,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.019
"36P-st6-25",18,"SRR12190049","","36P-st6-25","DNA","pico","",23039,22951,22937,NA,"Antar_INACH","","6","2015-01-13","euphotic",25,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.812933,34.046867,NA,5.225,18.957,NA,1.742,55.087,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.046867
"36P-st6-5",18,"SRR12190052","","36P-st6-5","DNA","pico","",37923,37852,37852,NA,"Antar_INACH","","6","2015-01-13","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,8.022,15.815,NA,1.373,38.074,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"36P-st6-50",18,"SRR12190047","","36P-st6-50","DNA","pico","",47488,47484,46320,NA,"Antar_INACH","","6","2015-01-13","euphotic",50,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,2.049,18.871,NA,1.811,55.743,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.1945555555556
"36PT-st6-20",18,"SRR12190087","","36PT-st6-20","DNA","pico","",9553,9415,9319,NA,"Antar_INACH","","6","2015-01-13","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,0.93615,34.019,NA,5.069,17.842,NA,1.548,46.121,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.019
"36PT-st6-5",18,"SRR12190088","","36PT-st6-5","DNA","pico","",64132,64127,61076,NA,"Antar_INACH","","6","2015-01-13","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.003567,33.995833,NA,8.022,15.815,NA,1.373,38.074,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.995833
"37N-st6-5",18,"SRR12190071","","37N-st6-5","DNA","nano","",14439,14439,14019,NA,"Antar_INACH","","6","2015-01-14","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.2964,34.00845,NA,7.131,23.043,NA,1.819,53.936,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.00845
"37NT-st6-5",18,"SRR12190095","","37NT-st6-5","DNA","nano","",12404,12376,11400,NA,"Antar_INACH","","6","2015-01-14","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.2964,34.00845,NA,7.131,23.043,NA,1.819,53.936,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.00845
"37P-st6-5",18,"SRR12190046","","37P-st6-5","DNA","pico","",38100,38093,38093,NA,"Antar_INACH","","6","2015-01-14","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.2964,34.00845,NA,7.131,23.043,NA,1.819,53.936,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.00845
"37PT-st6-5",18,"SRR12190086","","37PT-st6-5","DNA","pico","",28370,28227,25072,NA,"Antar_INACH","","6","2015-01-14","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.2964,34.00845,NA,7.131,23.043,NA,1.819,53.936,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.00845
"38N-st6-15",18,"SRR12190068","","38N-st6-15","DNA","nano","",11595,11595,11509,NA,"Antar_INACH","","6","2015-01-16","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.059733,33.999933,NA,1.747,7.826,NA,1.04,20.41,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.999933
"38N-st6-20",18,"SRR12190067","","38N-st6-20","DNA","nano","",29429,29369,28442,NA,"Antar_INACH","","6","2015-01-16","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.050567,34.000433,NA,1.562,11.203,NA,1.195,33.22,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.000433
"38N-st6-25",18,"SRR12190066","","38N-st6-25","DNA","nano","",61878,61793,60369,NA,"Antar_INACH","","6","2015-01-16","euphotic",25,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.0393,34.00195,NA,1.734,10.405,NA,1.199,31.988,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.00195
"38N-st6-5",18,"SRR12190069","","38N-st6-5","DNA","nano","",76665,76602,73085,NA,"Antar_INACH","","6","2015-01-16","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.124533,33.909167,NA,2.631,12.017,NA,1.076,34.494,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.909167
"38N-st6-50",18,"SRR12190065","","38N-st6-50","DNA","nano","",15507,15504,15395,NA,"Antar_INACH","","6","2015-01-16","euphotic",50,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,1.458,13.623,NA,1.352,34.403,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.1945555555556
"38NT-st6-15",18,"SRR12190094","","38NT-st6-15","DNA","nano","",22373,22351,20485,NA,"Antar_INACH","","6","2015-01-16","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.059733,33.999933,NA,1.747,7.826,NA,1.04,20.41,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.999933
"38P-st6-15",18,"SRR12190044","","38P-st6-15","DNA","pico","",31167,31141,29386,NA,"Antar_INACH","","6","2015-01-16","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.059733,33.999933,NA,1.747,7.826,NA,1.04,20.41,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.999933
"38P-st6-20",18,"SRR12190043","","38P-st6-20","DNA","pico","",48638,48482,47728,NA,"Antar_INACH","","6","2015-01-16","euphotic",20,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.050567,34.000433,NA,1.562,11.203,NA,1.195,33.22,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.000433
"38P-st6-25",18,"SRR12190042","","38P-st6-25","DNA","pico","",29197,28926,28926,NA,"Antar_INACH","","6","2015-01-16","euphotic",25,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.0393,34.00195,NA,1.734,10.405,NA,1.199,31.988,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.00195
"38P-st6-5",18,"SRR12190045","","38P-st6-5","DNA","pico","",20993,20914,20755,NA,"Antar_INACH","","6","2015-01-16","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.124533,33.909167,NA,2.631,12.017,NA,1.076,34.494,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,33.909167
"38P-st6-50",18,"SRR12190041","","38P-st6-50","DNA","pico","",35643,35560,34502,NA,"Antar_INACH","","6","2015-01-16","euphotic",50,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,NA,NA,NA,1.458,13.623,NA,1.352,34.403,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,34.1945555555556
"38PT-st6-15",18,"SRR12190085","","38PT-st6-15","DNA","pico","",25189,24958,23278,NA,"Antar_INACH","","6","2015-01-16","euphotic",15,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.059733,33.999933,NA,1.747,7.826,NA,1.04,20.41,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-euphotic-water",0.316916666666667,33.999933
"39N-st6-5",18,"SRR12190064","","39N-st6-5","DNA","nano","",7793,7788,7597,NA,"Antar_INACH","","6","2015-01-17","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.02115,34.008,NA,2.122,13.133,NA,1.338,25.887,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.008
"39NT-st6-5",18,"SRR12190093","","39NT-st6-5","DNA","nano","",41112,41010,35996,NA,"Antar_INACH","","6","2015-01-17","surface",5,NA,"water",-62.2031,-58.9208,"Fieldes Bay","Antarctica","Southern Ocean",NA,NA,"polar",NA,1.02115,34.008,NA,2.122,13.133,NA,1.338,25.887,"Antarctic_Fildes_Bay_2015_18S_V4_sorted","Antarctic - Fildes Bay sorted - 2015","18S rRNA","V4","nucleus","Southern Ocean","coastal","","sorted phytoplankton","18-Antarctic_Fildes_Bay_2015_18S_V4_sorted-6-surface-water",0.316916666666667,34.008
